year,geography,measure,adjustment,analysis,domain,condition,primary_sex,primary_age,primary_dual,fips,county,state,urban,primary_race,primary_eligibility,primary_denominator,analysis_value
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,1081,Lee County,ALABAMA,Urban,Asian/Pacific islander,All,"undefined",226
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,1083,Limestone County,ALABAMA,Urban,Asian/Pacific islander,All,"undefined",690
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,1089,Madison County,ALABAMA,Urban,Asian/Pacific islander,All,"undefined",342
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,1095,Marshall County,ALABAMA,Rural,Asian/Pacific islander,All,"undefined",324
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,1097,Mobile County,ALABAMA,Urban,Asian/Pacific islander,All,"undefined",310
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,1099,Monroe County,ALABAMA,Rural,Asian/Pacific islander,All,"undefined",0
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,1101,Montgomery County,ALABAMA,Urban,Asian/Pacific islander,All,"undefined",424
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,1103,Morgan County,ALABAMA,Urban,Asian/Pacific islander,All,"undefined",342
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,1113,Russell County,ALABAMA,Urban,Asian/Pacific islander,All,"undefined",0
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,1115,St. Clair County,ALABAMA,Urban,Asian/Pacific islander,All,"undefined",333
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,1117,Shelby County,ALABAMA,Urban,Asian/Pacific islander,All,"undefined",533
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,1121,Talladega County,ALABAMA,Rural,Asian/Pacific islander,All,"undefined",1048
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,1125,Tuscaloosa County,ALABAMA,Urban,Asian/Pacific islander,All,"undefined",203
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,1127,Walker County,ALABAMA,Urban,Asian/Pacific islander,All,"undefined",429
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,2020,Anchorage Municipality,ALASKA,Urban,Asian/Pacific islander,All,"undefined",768
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,2090,Fairbanks North Star Borough,ALASKA,Urban,Asian/Pacific islander,All,"undefined",424
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,2110,Juneau City and Borough,ALASKA,Rural,Asian/Pacific islander,All,"undefined",201
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,2130,Ketchikan Gateway Borough,ALASKA,Rural,Asian/Pacific islander,All,"undefined",1315
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,2150,Kodiak Island Borough,ALASKA,Rural,Asian/Pacific islander,All,"undefined",387
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,2170,Matanuska-Susitna Borough,ALASKA,Urban,Asian/Pacific islander,All,"undefined",536
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,2220,Sitka City and Borough,ALASKA,Rural,Asian/Pacific islander,All,"undefined",136
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,4003,Cochise County,ARIZONA,Rural,Asian/Pacific islander,All,"undefined",535
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,4005,Coconino County,ARIZONA,Urban,Asian/Pacific islander,All,"undefined",360
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,4007,Gila County,ARIZONA,Rural,Asian/Pacific islander,All,"undefined",526
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,4009,Graham County,ARIZONA,Rural,Asian/Pacific islander,All,"undefined",462
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,4012,La Paz County,ARIZONA,Rural,Asian/Pacific islander,All,"undefined",333
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,4013,Maricopa County,ARIZONA,Urban,Asian/Pacific islander,All,"undefined",376
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,4015,Mohave County,ARIZONA,Urban,Asian/Pacific islander,All,"undefined",630
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,4017,Navajo County,ARIZONA,Rural,Asian/Pacific islander,All,"undefined",269
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,4019,Pima County,ARIZONA,Urban,Asian/Pacific islander,All,"undefined",427
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,4021,Pinal County,ARIZONA,Urban,Asian/Pacific islander,All,"undefined",453
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,4023,Santa Cruz County,ARIZONA,Rural,Asian/Pacific islander,All,"undefined",214
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,4025,Yavapai County,ARIZONA,Urban,Asian/Pacific islander,All,"undefined",408
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,4027,Yuma County,ARIZONA,Urban,Asian/Pacific islander,All,"undefined",552
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5001,Arkansas County,ARKANSAS,Rural,Asian/Pacific islander,All,"undefined",0
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5005,Baxter County,ARKANSAS,Rural,Asian/Pacific islander,All,"undefined",387
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5007,Benton County,ARKANSAS,Urban,Asian/Pacific islander,All,"undefined",748
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5009,Boone County,ARKANSAS,Rural,Asian/Pacific islander,All,"undefined",1043
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5015,Carroll County,ARKANSAS,Rural,Asian/Pacific islander,All,"undefined",476
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5023,Cleburne County,ARKANSAS,Rural,Asian/Pacific islander,All,"undefined",1000
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5031,Craighead County,ARKANSAS,Urban,Asian/Pacific islander,All,"undefined",294
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5033,Crawford County,ARKANSAS,Urban,Asian/Pacific islander,All,"undefined",474
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5035,Crittenden County,ARKANSAS,Urban,Asian/Pacific islander,All,"undefined",333
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5045,Faulkner County,ARKANSAS,Urban,Asian/Pacific islander,All,"undefined",460
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5051,Garland County,ARKANSAS,Urban,Asian/Pacific islander,All,"undefined",494
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5055,Greene County,ARKANSAS,Rural,Asian/Pacific islander,All,"undefined",400
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5061,Howard County,ARKANSAS,Rural,Asian/Pacific islander,All,"undefined",545
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5063,Independence County,ARKANSAS,Rural,Asian/Pacific islander,All,"undefined",643
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5069,Jefferson County,ARKANSAS,Urban,Asian/Pacific islander,All,"undefined",444
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5071,Johnson County,ARKANSAS,Rural,Asian/Pacific islander,All,"undefined",0
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5083,Logan County,ARKANSAS,Rural,Asian/Pacific islander,All,"undefined",435
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5085,Lonoke County,ARKANSAS,Urban,Asian/Pacific islander,All,"undefined",462
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5089,Marion County,ARKANSAS,Rural,Asian/Pacific islander,All,"undefined",571
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5091,Miller County,ARKANSAS,Urban,Asian/Pacific islander,All,"undefined",700
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5093,Mississippi County,ARKANSAS,Rural,Asian/Pacific islander,All,"undefined",900
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5115,Pope County,ARKANSAS,Rural,Asian/Pacific islander,All,"undefined",500
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5119,Pulaski County,ARKANSAS,Urban,Asian/Pacific islander,All,"undefined",394
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5123,St. Francis County,ARKANSAS,Rural,Asian/Pacific islander,All,"undefined",286
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5125,Saline County,ARKANSAS,Urban,Asian/Pacific islander,All,"undefined",632
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5127,Scott County,ARKANSAS,Rural,Asian/Pacific islander,All,"undefined",500
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5131,Sebastian County,ARKANSAS,Urban,Asian/Pacific islander,All,"undefined",332
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5139,Union County,ARKANSAS,Rural,Asian/Pacific islander,All,"undefined",464
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5143,Washington County,ARKANSAS,Urban,Asian/Pacific islander,All,"undefined",517
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5145,White County,ARKANSAS,Rural,Asian/Pacific islander,All,"undefined",417
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5149,Yell County,ARKANSAS,Rural,Asian/Pacific islander,All,"undefined",900
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6001,Alameda County,CALIFORNIA,Urban,Asian/Pacific islander,All,"undefined",398
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6005,Amador County,CALIFORNIA,Rural,Asian/Pacific islander,All,"undefined",585
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6007,Butte County,CALIFORNIA,Urban,Asian/Pacific islander,All,"undefined",470
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6009,Calaveras County,CALIFORNIA,Rural,Asian/Pacific islander,All,"undefined",613
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6011,Colusa County,CALIFORNIA,Rural,Asian/Pacific islander,All,"undefined",712
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6013,Contra Costa County,CALIFORNIA,Urban,Asian/Pacific islander,All,"undefined",423
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6015,Del Norte County,CALIFORNIA,Rural,Asian/Pacific islander,All,"undefined",543
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6017,El Dorado County,CALIFORNIA,Urban,Asian/Pacific islander,All,"undefined",411
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6019,Fresno County,CALIFORNIA,Urban,Asian/Pacific islander,All,"undefined",413
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6021,Glenn County,CALIFORNIA,Rural,Asian/Pacific islander,All,"undefined",692
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6023,Humboldt County,CALIFORNIA,Rural,Asian/Pacific islander,All,"undefined",488
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6025,Imperial County,CALIFORNIA,Urban,Asian/Pacific islander,All,"undefined",476
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6027,Inyo County,CALIFORNIA,Rural,Asian/Pacific islander,All,"undefined",190
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6029,Kern County,CALIFORNIA,Urban,Asian/Pacific islander,All,"undefined",459
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6031,Kings County,CALIFORNIA,Urban,Asian/Pacific islander,All,"undefined",408
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6033,Lake County,CALIFORNIA,Rural,Asian/Pacific islander,All,"undefined",631
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6035,Lassen County,CALIFORNIA,Rural,Asian/Pacific islander,All,"undefined",931
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6037,Los Angeles County,CALIFORNIA,Urban,Asian/Pacific islander,All,"undefined",359
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6039,Madera County,CALIFORNIA,Urban,Asian/Pacific islander,All,"undefined",325
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6041,Marin County,CALIFORNIA,Urban,Asian/Pacific islander,All,"undefined",372
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6043,Mariposa County,CALIFORNIA,Rural,Asian/Pacific islander,All,"undefined",464
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6045,Mendocino County,CALIFORNIA,Rural,Asian/Pacific islander,All,"undefined",528
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6047,Merced County,CALIFORNIA,Urban,Asian/Pacific islander,All,"undefined",482
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6051,Mono County,CALIFORNIA,Rural,Asian/Pacific islander,All,"undefined",556
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6053,Monterey County,CALIFORNIA,Urban,Asian/Pacific islander,All,"undefined",437
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6055,Napa County,CALIFORNIA,Urban,Asian/Pacific islander,All,"undefined",454
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6057,Nevada County,CALIFORNIA,Rural,Asian/Pacific islander,All,"undefined",369
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6059,Orange County,CALIFORNIA,Urban,Asian/Pacific islander,All,"undefined",360
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6061,Placer County,CALIFORNIA,Urban,Asian/Pacific islander,All,"undefined",380
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6063,Plumas County,CALIFORNIA,Rural,Asian/Pacific islander,All,"undefined",370
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6065,Riverside County,CALIFORNIA,Urban,Asian/Pacific islander,All,"undefined",390
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6067,Sacramento County,CALIFORNIA,Urban,Asian/Pacific islander,All,"undefined",428
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6069,San Benito County,CALIFORNIA,Urban,Asian/Pacific islander,All,"undefined",633
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6071,San Bernardino County,CALIFORNIA,Urban,Asian/Pacific islander,All,"undefined",404
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6073,San Diego County,CALIFORNIA,Urban,Asian/Pacific islander,All,"undefined",386
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6075,San Francisco County,CALIFORNIA,Urban,Asian/Pacific islander,All,"undefined",402
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6077,San Joaquin County,CALIFORNIA,Urban,Asian/Pacific islander,All,"undefined",467
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6079,San Luis Obispo County,CALIFORNIA,Urban,Asian/Pacific islander,All,"undefined",406
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6081,San Mateo County,CALIFORNIA,Urban,Asian/Pacific islander,All,"undefined",311
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6083,Santa Barbara County,CALIFORNIA,Urban,Asian/Pacific islander,All,"undefined",443
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6085,Santa Clara County,CALIFORNIA,Urban,Asian/Pacific islander,All,"undefined",333
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6087,Santa Cruz County,CALIFORNIA,Urban,Asian/Pacific islander,All,"undefined",345
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6089,Shasta County,CALIFORNIA,Urban,Asian/Pacific islander,All,"undefined",667
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6093,Siskiyou County,CALIFORNIA,Rural,Asian/Pacific islander,All,"undefined",384
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6095,Solano County,CALIFORNIA,Urban,Asian/Pacific islander,All,"undefined",380
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6097,Sonoma County,CALIFORNIA,Urban,Asian/Pacific islander,All,"undefined",412
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6099,Stanislaus County,CALIFORNIA,Urban,Asian/Pacific islander,All,"undefined",543
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6101,Sutter County,CALIFORNIA,Urban,Asian/Pacific islander,All,"undefined",362
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6103,Tehama County,CALIFORNIA,Rural,Asian/Pacific islander,All,"undefined",650
2014,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6105,Trinity County,CALIFORNIA,Rural,Asian/Pacific islander,All,"undefined",500
