year,geography,measure,adjustment,analysis,domain,condition,primary_sex,primary_age,primary_dual,fips,county,state,urban,primary_race,primary_eligibility,primary_denominator,analysis_value
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,4012,La Paz County,ARIZONA,Rural,Asian/Pacific islander,All,"undefined",211
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,4013,Maricopa County,ARIZONA,Urban,Asian/Pacific islander,All,"undefined",389
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,4015,Mohave County,ARIZONA,Urban,Asian/Pacific islander,All,"undefined",759
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,4017,Navajo County,ARIZONA,Rural,Asian/Pacific islander,All,"undefined",375
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,4019,Pima County,ARIZONA,Urban,Asian/Pacific islander,All,"undefined",426
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,4021,Pinal County,ARIZONA,Urban,Asian/Pacific islander,All,"undefined",579
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,4023,Santa Cruz County,ARIZONA,Rural,Asian/Pacific islander,All,"undefined",391
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,4025,Yavapai County,ARIZONA,Urban,Asian/Pacific islander,All,"undefined",587
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,4027,Yuma County,ARIZONA,Urban,Asian/Pacific islander,All,"undefined",667
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5005,Baxter County,ARKANSAS,Rural,Asian/Pacific islander,All,"undefined",419
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5007,Benton County,ARKANSAS,Urban,Asian/Pacific islander,All,"undefined",509
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5009,Boone County,ARKANSAS,Rural,Asian/Pacific islander,All,"undefined",476
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5015,Carroll County,ARKANSAS,Rural,Asian/Pacific islander,All,"undefined",286
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5017,Chicot County,ARKANSAS,Rural,Asian/Pacific islander,All,"undefined",545
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5023,Cleburne County,ARKANSAS,Rural,Asian/Pacific islander,All,"undefined",0
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5031,Craighead County,ARKANSAS,Urban,Asian/Pacific islander,All,"undefined",267
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5033,Crawford County,ARKANSAS,Urban,Asian/Pacific islander,All,"undefined",645
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5035,Crittenden County,ARKANSAS,Urban,Asian/Pacific islander,All,"undefined",484
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5045,Faulkner County,ARKANSAS,Urban,Asian/Pacific islander,All,"undefined",310
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5051,Garland County,ARKANSAS,Urban,Asian/Pacific islander,All,"undefined",271
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5055,Greene County,ARKANSAS,Rural,Asian/Pacific islander,All,"undefined",455
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5063,Independence County,ARKANSAS,Rural,Asian/Pacific islander,All,"undefined",429
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5069,Jefferson County,ARKANSAS,Urban,Asian/Pacific islander,All,"undefined",829
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5083,Logan County,ARKANSAS,Rural,Asian/Pacific islander,All,"undefined",524
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5085,Lonoke County,ARKANSAS,Urban,Asian/Pacific islander,All,"undefined",138
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5089,Marion County,ARKANSAS,Rural,Asian/Pacific islander,All,"undefined",0
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5091,Miller County,ARKANSAS,Urban,Asian/Pacific islander,All,"undefined",1059
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5093,Mississippi County,ARKANSAS,Rural,Asian/Pacific islander,All,"undefined",714
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5103,Ouachita County,ARKANSAS,Rural,Asian/Pacific islander,All,"undefined",364
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5115,Pope County,ARKANSAS,Rural,Asian/Pacific islander,All,"undefined",463
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5119,Pulaski County,ARKANSAS,Urban,Asian/Pacific islander,All,"undefined",508
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5123,St. Francis County,ARKANSAS,Rural,Asian/Pacific islander,All,"undefined",0
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5125,Saline County,ARKANSAS,Urban,Asian/Pacific islander,All,"undefined",784
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5127,Scott County,ARKANSAS,Rural,Asian/Pacific islander,All,"undefined",474
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5131,Sebastian County,ARKANSAS,Urban,Asian/Pacific islander,All,"undefined",303
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5139,Union County,ARKANSAS,Rural,Asian/Pacific islander,All,"undefined",640
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5143,Washington County,ARKANSAS,Urban,Asian/Pacific islander,All,"undefined",537
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5145,White County,ARKANSAS,Rural,Asian/Pacific islander,All,"undefined",478
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5149,Yell County,ARKANSAS,Rural,Asian/Pacific islander,All,"undefined",467
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6001,Alameda County,CALIFORNIA,Urban,Asian/Pacific islander,All,"undefined",409
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6005,Amador County,CALIFORNIA,Rural,Asian/Pacific islander,All,"undefined",827
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6007,Butte County,CALIFORNIA,Urban,Asian/Pacific islander,All,"undefined",397
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6009,Calaveras County,CALIFORNIA,Rural,Asian/Pacific islander,All,"undefined",315
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6011,Colusa County,CALIFORNIA,Rural,Asian/Pacific islander,All,"undefined",547
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6013,Contra Costa County,CALIFORNIA,Urban,Asian/Pacific islander,All,"undefined",432
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6015,Del Norte County,CALIFORNIA,Rural,Asian/Pacific islander,All,"undefined",1000
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6017,El Dorado County,CALIFORNIA,Urban,Asian/Pacific islander,All,"undefined",419
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6019,Fresno County,CALIFORNIA,Urban,Asian/Pacific islander,All,"undefined",405
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6021,Glenn County,CALIFORNIA,Rural,Asian/Pacific islander,All,"undefined",534
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6023,Humboldt County,CALIFORNIA,Rural,Asian/Pacific islander,All,"undefined",430
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6025,Imperial County,CALIFORNIA,Urban,Asian/Pacific islander,All,"undefined",488
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6027,Inyo County,CALIFORNIA,Rural,Asian/Pacific islander,All,"undefined",500
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6029,Kern County,CALIFORNIA,Urban,Asian/Pacific islander,All,"undefined",453
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6031,Kings County,CALIFORNIA,Urban,Asian/Pacific islander,All,"undefined",372
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6033,Lake County,CALIFORNIA,Rural,Asian/Pacific islander,All,"undefined",627
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6035,Lassen County,CALIFORNIA,Rural,Asian/Pacific islander,All,"undefined",714
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6037,Los Angeles County,CALIFORNIA,Urban,Asian/Pacific islander,All,"undefined",365
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6039,Madera County,CALIFORNIA,Urban,Asian/Pacific islander,All,"undefined",448
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6041,Marin County,CALIFORNIA,Urban,Asian/Pacific islander,All,"undefined",353
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6043,Mariposa County,CALIFORNIA,Rural,Asian/Pacific islander,All,"undefined",429
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6045,Mendocino County,CALIFORNIA,Rural,Asian/Pacific islander,All,"undefined",472
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6047,Merced County,CALIFORNIA,Urban,Asian/Pacific islander,All,"undefined",522
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6051,Mono County,CALIFORNIA,Rural,Asian/Pacific islander,All,"undefined",200
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6053,Monterey County,CALIFORNIA,Urban,Asian/Pacific islander,All,"undefined",461
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6055,Napa County,CALIFORNIA,Urban,Asian/Pacific islander,All,"undefined",361
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6057,Nevada County,CALIFORNIA,Rural,Asian/Pacific islander,All,"undefined",425
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6059,Orange County,CALIFORNIA,Urban,Asian/Pacific islander,All,"undefined",362
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6061,Placer County,CALIFORNIA,Urban,Asian/Pacific islander,All,"undefined",348
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6063,Plumas County,CALIFORNIA,Rural,Asian/Pacific islander,All,"undefined",821
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6065,Riverside County,CALIFORNIA,Urban,Asian/Pacific islander,All,"undefined",403
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6067,Sacramento County,CALIFORNIA,Urban,Asian/Pacific islander,All,"undefined",411
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6069,San Benito County,CALIFORNIA,Urban,Asian/Pacific islander,All,"undefined",356
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6071,San Bernardino County,CALIFORNIA,Urban,Asian/Pacific islander,All,"undefined",420
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6073,San Diego County,CALIFORNIA,Urban,Asian/Pacific islander,All,"undefined",406
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6075,San Francisco County,CALIFORNIA,Urban,Asian/Pacific islander,All,"undefined",414
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6077,San Joaquin County,CALIFORNIA,Urban,Asian/Pacific islander,All,"undefined",441
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6079,San Luis Obispo County,CALIFORNIA,Urban,Asian/Pacific islander,All,"undefined",363
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6081,San Mateo County,CALIFORNIA,Urban,Asian/Pacific islander,All,"undefined",335
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6083,Santa Barbara County,CALIFORNIA,Urban,Asian/Pacific islander,All,"undefined",436
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6085,Santa Clara County,CALIFORNIA,Urban,Asian/Pacific islander,All,"undefined",333
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6087,Santa Cruz County,CALIFORNIA,Urban,Asian/Pacific islander,All,"undefined",354
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6089,Shasta County,CALIFORNIA,Urban,Asian/Pacific islander,All,"undefined",659
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6093,Siskiyou County,CALIFORNIA,Rural,Asian/Pacific islander,All,"undefined",328
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6095,Solano County,CALIFORNIA,Urban,Asian/Pacific islander,All,"undefined",350
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6097,Sonoma County,CALIFORNIA,Urban,Asian/Pacific islander,All,"undefined",424
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6099,Stanislaus County,CALIFORNIA,Urban,Asian/Pacific islander,All,"undefined",587
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6101,Sutter County,CALIFORNIA,Urban,Asian/Pacific islander,All,"undefined",426
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6103,Tehama County,CALIFORNIA,Rural,Asian/Pacific islander,All,"undefined",247
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6105,Trinity County,CALIFORNIA,Rural,Asian/Pacific islander,All,"undefined",625
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6107,Tulare County,CALIFORNIA,Urban,Asian/Pacific islander,All,"undefined",453
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6109,Tuolumne County,CALIFORNIA,Rural,Asian/Pacific islander,All,"undefined",720
