year,geography,measure,adjustment,analysis,domain,condition,primary_sex,primary_age,primary_dual,fips,county,state,urban,primary_race,primary_eligibility,primary_denominator,analysis_value
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,2090,Fairbanks North Star Borough,ALASKA,Urban,American Indian/Alaska native,All,"undefined",1087
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,2100,Haines Borough,ALASKA,Rural,American Indian/Alaska native,All,"undefined",339
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,2110,Juneau City and Borough,ALASKA,Rural,American Indian/Alaska native,All,"undefined",1035
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,2130,Ketchikan Gateway Borough,ALASKA,Rural,American Indian/Alaska native,All,"undefined",1186
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,2150,Kodiak Island Borough,ALASKA,Rural,American Indian/Alaska native,All,"undefined",577
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,2170,Matanuska-Susitna Borough,ALASKA,Urban,American Indian/Alaska native,All,"undefined",716
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,2180,Nome Census Area,ALASKA,Rural,American Indian/Alaska native,All,"undefined",1030
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,2220,Sitka City and Borough,ALASKA,Rural,American Indian/Alaska native,All,"undefined",455
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,2230,Skagway Municipality,ALASKA,Rural,American Indian/Alaska native,All,"undefined",171
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,2240,Southeast Fairbanks Census Area,ALASKA,Rural,American Indian/Alaska native,All,"undefined",576
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,2270,Wade Hampton Census Area,ALASKA,Rural,American Indian/Alaska native,All,"undefined",31
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,2290,Yukon-Koyukuk Census Area,ALASKA,Rural,American Indian/Alaska native,All,"undefined",579
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,4001,Apache County,ARIZONA,Rural,American Indian/Alaska native,All,"undefined",367
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,4003,Cochise County,ARIZONA,Rural,American Indian/Alaska native,All,"undefined",409
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,4005,Coconino County,ARIZONA,Urban,American Indian/Alaska native,All,"undefined",446
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,4007,Gila County,ARIZONA,Rural,American Indian/Alaska native,All,"undefined",518
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,4009,Graham County,ARIZONA,Rural,American Indian/Alaska native,All,"undefined",939
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,4012,La Paz County,ARIZONA,Rural,American Indian/Alaska native,All,"undefined",444
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,4013,Maricopa County,ARIZONA,Urban,American Indian/Alaska native,All,"undefined",864
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,4015,Mohave County,ARIZONA,Urban,American Indian/Alaska native,All,"undefined",1108
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,4017,Navajo County,ARIZONA,Rural,American Indian/Alaska native,All,"undefined",333
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,4019,Pima County,ARIZONA,Urban,American Indian/Alaska native,All,"undefined",751
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,4021,Pinal County,ARIZONA,Urban,American Indian/Alaska native,All,"undefined",1134
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,4023,Santa Cruz County,ARIZONA,Rural,American Indian/Alaska native,All,"undefined",364
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,4025,Yavapai County,ARIZONA,Urban,American Indian/Alaska native,All,"undefined",982
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,4027,Yuma County,ARIZONA,Urban,American Indian/Alaska native,All,"undefined",1272
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5005,Baxter County,ARKANSAS,Rural,American Indian/Alaska native,All,"undefined",188
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5007,Benton County,ARKANSAS,Urban,American Indian/Alaska native,All,"undefined",1028
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5009,Boone County,ARKANSAS,Rural,American Indian/Alaska native,All,"undefined",1217
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5015,Carroll County,ARKANSAS,Rural,American Indian/Alaska native,All,"undefined",2000
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5031,Craighead County,ARKANSAS,Urban,American Indian/Alaska native,All,"undefined",1286
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5033,Crawford County,ARKANSAS,Urban,American Indian/Alaska native,All,"undefined",787
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5045,Faulkner County,ARKANSAS,Urban,American Indian/Alaska native,All,"undefined",857
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5047,Franklin County,ARKANSAS,Urban,American Indian/Alaska native,All,"undefined",1267
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5051,Garland County,ARKANSAS,Urban,American Indian/Alaska native,All,"undefined",588
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5071,Johnson County,ARKANSAS,Rural,American Indian/Alaska native,All,"undefined",1250
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5081,Little River County,ARKANSAS,Rural,American Indian/Alaska native,All,"undefined",719
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5083,Logan County,ARKANSAS,Rural,American Indian/Alaska native,All,"undefined",889
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5085,Lonoke County,ARKANSAS,Urban,American Indian/Alaska native,All,"undefined",417
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5087,Madison County,ARKANSAS,Urban,American Indian/Alaska native,All,"undefined",759
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5091,Miller County,ARKANSAS,Urban,American Indian/Alaska native,All,"undefined",727
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5113,Polk County,ARKANSAS,Rural,American Indian/Alaska native,All,"undefined",622
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5115,Pope County,ARKANSAS,Rural,American Indian/Alaska native,All,"undefined",810
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5119,Pulaski County,ARKANSAS,Urban,American Indian/Alaska native,All,"undefined",1000
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5121,Randolph County,ARKANSAS,Rural,American Indian/Alaska native,All,"undefined",1455
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5125,Saline County,ARKANSAS,Urban,American Indian/Alaska native,All,"undefined",1438
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5127,Scott County,ARKANSAS,Rural,American Indian/Alaska native,All,"undefined",1000
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5131,Sebastian County,ARKANSAS,Urban,American Indian/Alaska native,All,"undefined",739
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5133,Sevier County,ARKANSAS,Rural,American Indian/Alaska native,All,"undefined",1192
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5141,Van Buren County,ARKANSAS,Rural,American Indian/Alaska native,All,"undefined",727
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5143,Washington County,ARKANSAS,Urban,American Indian/Alaska native,All,"undefined",707
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5145,White County,ARKANSAS,Rural,American Indian/Alaska native,All,"undefined",792
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6001,Alameda County,CALIFORNIA,Urban,American Indian/Alaska native,All,"undefined",1258
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6003,Alpine County,CALIFORNIA,Rural,American Indian/Alaska native,All,"undefined",771
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6005,Amador County,CALIFORNIA,Rural,American Indian/Alaska native,All,"undefined",1164
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6007,Butte County,CALIFORNIA,Urban,American Indian/Alaska native,All,"undefined",915
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6009,Calaveras County,CALIFORNIA,Rural,American Indian/Alaska native,All,"undefined",349
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6011,Colusa County,CALIFORNIA,Rural,American Indian/Alaska native,All,"undefined",1488
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6013,Contra Costa County,CALIFORNIA,Urban,American Indian/Alaska native,All,"undefined",858
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6015,Del Norte County,CALIFORNIA,Rural,American Indian/Alaska native,All,"undefined",1130
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6017,El Dorado County,CALIFORNIA,Urban,American Indian/Alaska native,All,"undefined",914
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6019,Fresno County,CALIFORNIA,Urban,American Indian/Alaska native,All,"undefined",727
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6021,Glenn County,CALIFORNIA,Rural,American Indian/Alaska native,All,"undefined",1176
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6023,Humboldt County,CALIFORNIA,Rural,American Indian/Alaska native,All,"undefined",773
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6025,Imperial County,CALIFORNIA,Urban,American Indian/Alaska native,All,"undefined",1440
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6027,Inyo County,CALIFORNIA,Rural,American Indian/Alaska native,All,"undefined",650
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6029,Kern County,CALIFORNIA,Urban,American Indian/Alaska native,All,"undefined",1046
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6031,Kings County,CALIFORNIA,Urban,American Indian/Alaska native,All,"undefined",806
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6033,Lake County,CALIFORNIA,Rural,American Indian/Alaska native,All,"undefined",1200
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6035,Lassen County,CALIFORNIA,Rural,American Indian/Alaska native,All,"undefined",1016
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6037,Los Angeles County,CALIFORNIA,Urban,American Indian/Alaska native,All,"undefined",1095
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6039,Madera County,CALIFORNIA,Urban,American Indian/Alaska native,All,"undefined",816
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6041,Marin County,CALIFORNIA,Urban,American Indian/Alaska native,All,"undefined",1600
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6043,Mariposa County,CALIFORNIA,Rural,American Indian/Alaska native,All,"undefined",426
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6045,Mendocino County,CALIFORNIA,Rural,American Indian/Alaska native,All,"undefined",1141
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6047,Merced County,CALIFORNIA,Urban,American Indian/Alaska native,All,"undefined",1368
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6049,Modoc County,CALIFORNIA,Rural,American Indian/Alaska native,All,"undefined",717
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6051,Mono County,CALIFORNIA,Rural,American Indian/Alaska native,All,"undefined",785
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6053,Monterey County,CALIFORNIA,Urban,American Indian/Alaska native,All,"undefined",1075
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6055,Napa County,CALIFORNIA,Urban,American Indian/Alaska native,All,"undefined",914
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6057,Nevada County,CALIFORNIA,Rural,American Indian/Alaska native,All,"undefined",533
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6059,Orange County,CALIFORNIA,Urban,American Indian/Alaska native,All,"undefined",793
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6061,Placer County,CALIFORNIA,Urban,American Indian/Alaska native,All,"undefined",546
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6063,Plumas County,CALIFORNIA,Rural,American Indian/Alaska native,All,"undefined",885
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6065,Riverside County,CALIFORNIA,Urban,American Indian/Alaska native,All,"undefined",906
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6067,Sacramento County,CALIFORNIA,Urban,American Indian/Alaska native,All,"undefined",1111
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6071,San Bernardino County,CALIFORNIA,Urban,American Indian/Alaska native,All,"undefined",1000
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6073,San Diego County,CALIFORNIA,Urban,American Indian/Alaska native,All,"undefined",913
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6075,San Francisco County,CALIFORNIA,Urban,American Indian/Alaska native,All,"undefined",1460
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6077,San Joaquin County,CALIFORNIA,Urban,American Indian/Alaska native,All,"undefined",948
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6079,San Luis Obispo County,CALIFORNIA,Urban,American Indian/Alaska native,All,"undefined",931
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6081,San Mateo County,CALIFORNIA,Urban,American Indian/Alaska native,All,"undefined",1974
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6083,Santa Barbara County,CALIFORNIA,Urban,American Indian/Alaska native,All,"undefined",890
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6085,Santa Clara County,CALIFORNIA,Urban,American Indian/Alaska native,All,"undefined",1197
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6087,Santa Cruz County,CALIFORNIA,Urban,American Indian/Alaska native,All,"undefined",788
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6089,Shasta County,CALIFORNIA,Urban,American Indian/Alaska native,All,"undefined",913
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6093,Siskiyou County,CALIFORNIA,Rural,American Indian/Alaska native,All,"undefined",808
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6095,Solano County,CALIFORNIA,Urban,American Indian/Alaska native,All,"undefined",1425
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6097,Sonoma County,CALIFORNIA,Urban,American Indian/Alaska native,All,"undefined",898
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6099,Stanislaus County,CALIFORNIA,Urban,American Indian/Alaska native,All,"undefined",951
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6101,Sutter County,CALIFORNIA,Urban,American Indian/Alaska native,All,"undefined",690
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6103,Tehama County,CALIFORNIA,Rural,American Indian/Alaska native,All,"undefined",818
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6105,Trinity County,CALIFORNIA,Rural,American Indian/Alaska native,All,"undefined",714
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6107,Tulare County,CALIFORNIA,Urban,American Indian/Alaska native,All,"undefined",984
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6109,Tuolumne County,CALIFORNIA,Rural,American Indian/Alaska native,All,"undefined",1177
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6111,Ventura County,CALIFORNIA,Urban,American Indian/Alaska native,All,"undefined",1048
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6113,Yolo County,CALIFORNIA,Urban,American Indian/Alaska native,All,"undefined",917
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6115,Yuba County,CALIFORNIA,Urban,American Indian/Alaska native,All,"undefined",741
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,8001,Adams County,COLORADO,Urban,American Indian/Alaska native,All,"undefined",1036
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,8005,Arapahoe County,COLORADO,Urban,American Indian/Alaska native,All,"undefined",1282
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,8007,Archuleta County,COLORADO,Rural,American Indian/Alaska native,All,"undefined",0
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,8013,Boulder County,COLORADO,Urban,American Indian/Alaska native,All,"undefined",1149
2013,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,8031,Denver County,COLORADO,Urban,American Indian/Alaska native,All,"undefined",1414
