year,geography,measure,adjustment,analysis,domain,condition,primary_sex,primary_age,primary_dual,fips,county,state,urban,primary_race,primary_eligibility,primary_denominator,analysis_value
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,4001,Apache County,ARIZONA,Rural,American Indian/Alaska native,All,"undefined",417
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,4003,Cochise County,ARIZONA,Rural,American Indian/Alaska native,All,"undefined",824
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,4005,Coconino County,ARIZONA,Urban,American Indian/Alaska native,All,"undefined",531
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,4007,Gila County,ARIZONA,Rural,American Indian/Alaska native,All,"undefined",482
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,4009,Graham County,ARIZONA,Rural,American Indian/Alaska native,All,"undefined",851
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,4011,Greenlee County,ARIZONA,Rural,American Indian/Alaska native,All,"undefined",545
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,4012,La Paz County,ARIZONA,Rural,American Indian/Alaska native,All,"undefined",354
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,4013,Maricopa County,ARIZONA,Urban,American Indian/Alaska native,All,"undefined",958
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,4015,Mohave County,ARIZONA,Urban,American Indian/Alaska native,All,"undefined",1302
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,4017,Navajo County,ARIZONA,Rural,American Indian/Alaska native,All,"undefined",492
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,4019,Pima County,ARIZONA,Urban,American Indian/Alaska native,All,"undefined",819
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,4021,Pinal County,ARIZONA,Urban,American Indian/Alaska native,All,"undefined",1124
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,4023,Santa Cruz County,ARIZONA,Rural,American Indian/Alaska native,All,"undefined",615
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,4025,Yavapai County,ARIZONA,Urban,American Indian/Alaska native,All,"undefined",1013
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,4027,Yuma County,ARIZONA,Urban,American Indian/Alaska native,All,"undefined",1010
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5005,Baxter County,ARKANSAS,Rural,American Indian/Alaska native,All,"undefined",619
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5007,Benton County,ARKANSAS,Urban,American Indian/Alaska native,All,"undefined",1241
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5009,Boone County,ARKANSAS,Rural,American Indian/Alaska native,All,"undefined",1385
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5015,Carroll County,ARKANSAS,Rural,American Indian/Alaska native,All,"undefined",235
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5033,Crawford County,ARKANSAS,Urban,American Indian/Alaska native,All,"undefined",655
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5045,Faulkner County,ARKANSAS,Urban,American Indian/Alaska native,All,"undefined",1310
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5051,Garland County,ARKANSAS,Urban,American Indian/Alaska native,All,"undefined",848
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5061,Howard County,ARKANSAS,Rural,American Indian/Alaska native,All,"undefined",667
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5071,Johnson County,ARKANSAS,Rural,American Indian/Alaska native,All,"undefined",538
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5081,Little River County,ARKANSAS,Rural,American Indian/Alaska native,All,"undefined",839
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5083,Logan County,ARKANSAS,Rural,American Indian/Alaska native,All,"undefined",750
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5087,Madison County,ARKANSAS,Urban,American Indian/Alaska native,All,"undefined",541
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5089,Marion County,ARKANSAS,Rural,American Indian/Alaska native,All,"undefined",1063
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5091,Miller County,ARKANSAS,Urban,American Indian/Alaska native,All,"undefined",846
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5113,Polk County,ARKANSAS,Rural,American Indian/Alaska native,All,"undefined",725
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5115,Pope County,ARKANSAS,Rural,American Indian/Alaska native,All,"undefined",762
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5119,Pulaski County,ARKANSAS,Urban,American Indian/Alaska native,All,"undefined",851
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5121,Randolph County,ARKANSAS,Rural,American Indian/Alaska native,All,"undefined",1182
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5125,Saline County,ARKANSAS,Urban,American Indian/Alaska native,All,"undefined",818
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5127,Scott County,ARKANSAS,Rural,American Indian/Alaska native,All,"undefined",357
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5131,Sebastian County,ARKANSAS,Urban,American Indian/Alaska native,All,"undefined",1048
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5133,Sevier County,ARKANSAS,Rural,American Indian/Alaska native,All,"undefined",1545
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5141,Van Buren County,ARKANSAS,Rural,American Indian/Alaska native,All,"undefined",615
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5143,Washington County,ARKANSAS,Urban,American Indian/Alaska native,All,"undefined",1055
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,5145,White County,ARKANSAS,Rural,American Indian/Alaska native,All,"undefined",2074
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6001,Alameda County,CALIFORNIA,Urban,American Indian/Alaska native,All,"undefined",1563
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6003,Alpine County,CALIFORNIA,Rural,American Indian/Alaska native,All,"undefined",800
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6005,Amador County,CALIFORNIA,Rural,American Indian/Alaska native,All,"undefined",1066
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6007,Butte County,CALIFORNIA,Urban,American Indian/Alaska native,All,"undefined",1023
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6009,Calaveras County,CALIFORNIA,Rural,American Indian/Alaska native,All,"undefined",853
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6011,Colusa County,CALIFORNIA,Rural,American Indian/Alaska native,All,"undefined",825
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6013,Contra Costa County,CALIFORNIA,Urban,American Indian/Alaska native,All,"undefined",1375
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6015,Del Norte County,CALIFORNIA,Rural,American Indian/Alaska native,All,"undefined",1011
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6017,El Dorado County,CALIFORNIA,Urban,American Indian/Alaska native,All,"undefined",1225
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6019,Fresno County,CALIFORNIA,Urban,American Indian/Alaska native,All,"undefined",827
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6021,Glenn County,CALIFORNIA,Rural,American Indian/Alaska native,All,"undefined",1245
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6023,Humboldt County,CALIFORNIA,Rural,American Indian/Alaska native,All,"undefined",773
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6025,Imperial County,CALIFORNIA,Urban,American Indian/Alaska native,All,"undefined",1092
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6027,Inyo County,CALIFORNIA,Rural,American Indian/Alaska native,All,"undefined",832
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6029,Kern County,CALIFORNIA,Urban,American Indian/Alaska native,All,"undefined",1188
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6031,Kings County,CALIFORNIA,Urban,American Indian/Alaska native,All,"undefined",1091
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6033,Lake County,CALIFORNIA,Rural,American Indian/Alaska native,All,"undefined",1265
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6035,Lassen County,CALIFORNIA,Rural,American Indian/Alaska native,All,"undefined",1083
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6037,Los Angeles County,CALIFORNIA,Urban,American Indian/Alaska native,All,"undefined",1372
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6039,Madera County,CALIFORNIA,Urban,American Indian/Alaska native,All,"undefined",641
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6041,Marin County,CALIFORNIA,Urban,American Indian/Alaska native,All,"undefined",1038
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6043,Mariposa County,CALIFORNIA,Rural,American Indian/Alaska native,All,"undefined",650
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6045,Mendocino County,CALIFORNIA,Rural,American Indian/Alaska native,All,"undefined",1359
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6047,Merced County,CALIFORNIA,Urban,American Indian/Alaska native,All,"undefined",1271
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6049,Modoc County,CALIFORNIA,Rural,American Indian/Alaska native,All,"undefined",1642
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6051,Mono County,CALIFORNIA,Rural,American Indian/Alaska native,All,"undefined",983
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6053,Monterey County,CALIFORNIA,Urban,American Indian/Alaska native,All,"undefined",1014
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6055,Napa County,CALIFORNIA,Urban,American Indian/Alaska native,All,"undefined",1262
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6057,Nevada County,CALIFORNIA,Rural,American Indian/Alaska native,All,"undefined",594
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6059,Orange County,CALIFORNIA,Urban,American Indian/Alaska native,All,"undefined",1441
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6061,Placer County,CALIFORNIA,Urban,American Indian/Alaska native,All,"undefined",843
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6063,Plumas County,CALIFORNIA,Rural,American Indian/Alaska native,All,"undefined",870
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6065,Riverside County,CALIFORNIA,Urban,American Indian/Alaska native,All,"undefined",1063
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6067,Sacramento County,CALIFORNIA,Urban,American Indian/Alaska native,All,"undefined",1034
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6069,San Benito County,CALIFORNIA,Urban,American Indian/Alaska native,All,"undefined",417
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6071,San Bernardino County,CALIFORNIA,Urban,American Indian/Alaska native,All,"undefined",1230
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6073,San Diego County,CALIFORNIA,Urban,American Indian/Alaska native,All,"undefined",938
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6075,San Francisco County,CALIFORNIA,Urban,American Indian/Alaska native,All,"undefined",1833
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6077,San Joaquin County,CALIFORNIA,Urban,American Indian/Alaska native,All,"undefined",1244
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6079,San Luis Obispo County,CALIFORNIA,Urban,American Indian/Alaska native,All,"undefined",1205
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6081,San Mateo County,CALIFORNIA,Urban,American Indian/Alaska native,All,"undefined",2514
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6083,Santa Barbara County,CALIFORNIA,Urban,American Indian/Alaska native,All,"undefined",827
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6085,Santa Clara County,CALIFORNIA,Urban,American Indian/Alaska native,All,"undefined",1374
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6087,Santa Cruz County,CALIFORNIA,Urban,American Indian/Alaska native,All,"undefined",1327
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6089,Shasta County,CALIFORNIA,Urban,American Indian/Alaska native,All,"undefined",994
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6093,Siskiyou County,CALIFORNIA,Rural,American Indian/Alaska native,All,"undefined",753
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6095,Solano County,CALIFORNIA,Urban,American Indian/Alaska native,All,"undefined",1315
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6097,Sonoma County,CALIFORNIA,Urban,American Indian/Alaska native,All,"undefined",1016
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6099,Stanislaus County,CALIFORNIA,Urban,American Indian/Alaska native,All,"undefined",1174
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6101,Sutter County,CALIFORNIA,Urban,American Indian/Alaska native,All,"undefined",792
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6103,Tehama County,CALIFORNIA,Rural,American Indian/Alaska native,All,"undefined",817
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6105,Trinity County,CALIFORNIA,Rural,American Indian/Alaska native,All,"undefined",908
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6107,Tulare County,CALIFORNIA,Urban,American Indian/Alaska native,All,"undefined",895
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6109,Tuolumne County,CALIFORNIA,Rural,American Indian/Alaska native,All,"undefined",747
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6111,Ventura County,CALIFORNIA,Urban,American Indian/Alaska native,All,"undefined",1352
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6113,Yolo County,CALIFORNIA,Urban,American Indian/Alaska native,All,"undefined",836
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,6115,Yuba County,CALIFORNIA,Urban,American Indian/Alaska native,All,"undefined",985
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,8001,Adams County,COLORADO,Urban,American Indian/Alaska native,All,"undefined",1556
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,8003,Alamosa County,COLORADO,Rural,American Indian/Alaska native,All,"undefined",727
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,8005,Arapahoe County,COLORADO,Urban,American Indian/Alaska native,All,"undefined",1435
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,8007,Archuleta County,COLORADO,Rural,American Indian/Alaska native,All,"undefined",938
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,8013,Boulder County,COLORADO,Urban,American Indian/Alaska native,All,"undefined",741
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,8031,Denver County,COLORADO,Urban,American Indian/Alaska native,All,"undefined",1283
2017,County,Emergency department visit rate,Unsmoothed actual,Base measure,Primary chronic conditions,"All Emergency Department Visits",All,All,Dual & non-dual,8035,Douglas County,COLORADO,Urban,American Indian/Alaska native,All,"undefined",765
