geoid,name,year,total_est,total_se
16000US0606000,"Berkeley city, California",2012,79.564194,6.3749132
16000US0606000,"Berkeley city, California",2013,58.738445,8.449297
16000US0606000,"Berkeley city, California",2014,89.237663,6.9593763
16000US0606000,"Berkeley city, California",2015,91.7603,4.1418815
16000US0606000,"Berkeley city, California",2016,72.541458,5.2700377
16000US0606000,"Berkeley city, California",2017,77.656548,6.5039082
16000US0608786,"Buena Park city, California",2009,71.604935,15.010863
16000US0608786,"Buena Park city, California",2010,34.995975,9.4744043
16000US0608786,"Buena Park city, California",2011,56.718834,12.315125
16000US0608786,"Buena Park city, California",2012,30.253956,8.6526651
16000US0608786,"Buena Park city, California",2013,62.927055,13.109514
16000US0608786,"Buena Park city, California",2014,49.892101,13.9082
16000US0608786,"Buena Park city, California",2015,43.135616,11.384831
16000US0608786,"Buena Park city, California",2016,36.776062,11.510648
16000US0608786,"Buena Park city, California",2017,56.657536,15.926302
16000US0608954,"Burbank city, California",2009,42.559032,7.9525127
16000US0608954,"Burbank city, California",2010,67.960686,10.99929
16000US0608954,"Burbank city, California",2011,66.483513,8.4288101
16000US0608954,"Burbank city, California",2012,69.622902,9.1818113
16000US0608954,"Burbank city, California",2013,29.576546,5.8298106
16000US0608954,"Burbank city, California",2014,64.686874,11.709377
16000US0608954,"Burbank city, California",2015,83.897316,7.8652644
16000US0608954,"Burbank city, California",2016,75.677139,14.817236
16000US0608954,"Burbank city, California",2017,61.665142,8.9829159
16000US0610046,"Camarillo city, California",2011,54.073662,10.682749
16000US0610046,"Camarillo city, California",2012,52.025932,7.5169005
16000US0610046,"Camarillo city, California",2014,55.485744,10.855126
16000US0610046,"Camarillo city, California",2015,83.467094,18.041117
16000US0610046,"Camarillo city, California",2016,52.319,10.791818
16000US0610046,"Camarillo city, California",2017,80.989182,9.5408354
16000US0611194,"Carlsbad city, California",2009,57.078655,5.0639248
16000US0611194,"Carlsbad city, California",2010,54.837543,.82658988
16000US0611194,"Carlsbad city, California",2011,76.216469,10.46436
16000US0611194,"Carlsbad city, California",2012,63.053345,16.13541
16000US0611194,"Carlsbad city, California",2013,66.300995,8.7402658
16000US0611194,"Carlsbad city, California",2014,59.532166,6.8584085
16000US0611194,"Carlsbad city, California",2015,54.73848,12.388756
16000US0611194,"Carlsbad city, California",2016,73.636368,9.4916906
16000US0611194,"Carlsbad city, California",2017,88.698082,6.6151567
16000US0611390,"Carmichael CDP, California",2013,43.149883,9.9287138
16000US0611390,"Carmichael CDP, California",2014,33.458363,15.284583
16000US0611390,"Carmichael CDP, California",2015,45.688622,10.51375
16000US0611390,"Carmichael CDP, California",2016,55.72617,12.646365
16000US0611390,"Carmichael CDP, California",2017,45.235546,12.345833
16000US0611530,"Carson city, California",2009,31.004366,14.810438
16000US0611530,"Carson city, California",2010,66.940216,14.784024
16000US0611530,"Carson city, California",2011,51.059635,11.947586
16000US0611530,"Carson city, California",2012,51.745171,10.340346
16000US0611530,"Carson city, California",2013,63.933487,13.955851
16000US0611530,"Carson city, California",2014,66.731819,10.754375
16000US0611530,"Carson city, California",2015,66.937355,11.552857
16000US0611530,"Carson city, California",2016,47.396259,11.154051
16000US0611530,"Carson city, California",2017,52.927177,11.948066
16000US0613014,"Chico city, California",2009,64.389236,9.2721415
16000US0613014,"Chico city, California",2010,50.610477,11.405585
16000US0613014,"Chico city, California",2012,58.458168,9.925396
16000US0613014,"Chico city, California",2013,59.969868,15.40362
16000US0613014,"Chico city, California",2014,57.900681,11.608173
16000US0613210,"Chino city, California",2009,51.29398,10.570334
16000US0613210,"Chino city, California",2010,49.963848,9.8437719
16000US0613210,"Chino city, California",2012,37.033787,10.053034
16000US0613210,"Chino city, California",2013,49.938347,8.5812378
16000US0613210,"Chino city, California",2014,46.918301,12.80584
16000US0613210,"Chino city, California",2015,36.95866,7.4246445
16000US0613210,"Chino city, California",2016,51.41431,14.758854
16000US0613210,"Chino city, California",2017,64.659164,13.954703
16000US0613214,"Chino Hills city, California",2009,35.171005,1.2951841
16000US0613214,"Chino Hills city, California",2010,53.966789,11.392795
16000US0613214,"Chino Hills city, California",2011,50.158928,10.972453
16000US0613214,"Chino Hills city, California",2012,44.7201,12.610867
16000US0613214,"Chino Hills city, California",2013,44.56601,12.523572
16000US0613214,"Chino Hills city, California",2014,66.11866,8.620615
16000US0613214,"Chino Hills city, California",2015,80.662247,5.9720564
16000US0613214,"Chino Hills city, California",2016,38.211815,15.387196
16000US0613214,"Chino Hills city, California",2017,59.888458,7.813602
16000US0613392,"Chula Vista city, California",2009,43.248081,6.2017074
16000US0613392,"Chula Vista city, California",2010,57.120193,7.6826601
16000US0613392,"Chula Vista city, California",2011,53.489429,7.1883149
16000US0613392,"Chula Vista city, California",2012,46.451889,7.3296642
16000US0613392,"Chula Vista city, California",2013,43.442024,5.312808
16000US0613392,"Chula Vista city, California",2014,44.232334,5.7612305
16000US0613392,"Chula Vista city, California",2015,43.439381,10.171453
16000US0613392,"Chula Vista city, California",2016,58.048717,8.7034483
16000US0613392,"Chula Vista city, California",2017,52.159363,8.4628363
16000US0613588,"Citrus Heights city, California",2009,67.143539,11.968829
16000US0613588,"Citrus Heights city, California",2010,40,9.5680084
16000US0613588,"Citrus Heights city, California",2011,35.658581,10.269363
16000US0613588,"Citrus Heights city, California",2012,35.078056,9.2806377
16000US0613588,"Citrus Heights city, California",2013,40.22617,13.386048
16000US0613588,"Citrus Heights city, California",2014,34.878166,13.5817
16000US0613588,"Citrus Heights city, California",2015,41.359772,13.913898
16000US0613588,"Citrus Heights city, California",2016,42.644482,13.556046
16000US0613588,"Citrus Heights city, California",2017,48.97419,12.329301
16000US0614218,"Clovis city, California",2009,45.072807,7.7098751
16000US0614218,"Clovis city, California",2010,39.870838,8.2282944
16000US0614218,"Clovis city, California",2011,43.31551,11.236019
16000US0614218,"Clovis city, California",2012,38.84531,8.6730528
16000US0614218,"Clovis city, California",2013,69.691399,10.716919
16000US0614218,"Clovis city, California",2014,38.625111,9.9085312
16000US0614218,"Clovis city, California",2015,26.981783,6.154624
16000US0614218,"Clovis city, California",2016,47.12117,11.052679
16000US0614218,"Clovis city, California",2017,44.814281,7.7543488
16000US0615044,"Compton city, California",2009,44.978436,9.0813465
16000US0615044,"Compton city, California",2010,44.1884,7.562109
16000US0615044,"Compton city, California",2011,43.452686,7.7587271
16000US0615044,"Compton city, California",2012,47.283791,7.6853051
16000US0615044,"Compton city, California",2013,41.449375,9.1864777
16000US0615044,"Compton city, California",2014,29.023943,7.637701
16000US0615044,"Compton city, California",2015,59.842716,8.8643188
16000US0615044,"Compton city, California",2016,57.530029,10.382534
16000US0615044,"Compton city, California",2017,29.753834,9.0187836
16000US0616000,"Concord city, California",2009,38.228672,4.5585241
16000US0616000,"Concord city, California",2010,62.313534,7.5236616
16000US0616000,"Concord city, California",2011,74.851677,10.381336
16000US0616000,"Concord city, California",2012,50.729168,7.6264782
16000US0616000,"Concord city, California",2013,62.193363,11.860267
