dataset_id,geo_id,year,variable,value
1,US1101,2018,GDP Percent change from preceding period,0.3
1,US1101,2019,GDP Percent change from preceding period,1.4
1,US1103,2016,County-level Real GDP,5002054
1,US1103,2017,County-level Real GDP,4993421
1,US1103,2018,County-level Real GDP,5171280
1,US1103,2019,County-level Real GDP,5320638
1,US1103,2017,GDP Percent change from preceding period,-0.2
1,US1103,2018,GDP Percent change from preceding period,3.6
1,US1103,2019,GDP Percent change from preceding period,2.9
1,US1105,2016,County-level Real GDP,211610
1,US1105,2017,County-level Real GDP,206590
1,US1105,2018,County-level Real GDP,202918
1,US1105,2019,County-level Real GDP,217199
1,US1105,2017,GDP Percent change from preceding period,-2.4
1,US1105,2018,GDP Percent change from preceding period,-1.8
1,US1105,2019,GDP Percent change from preceding period,7
1,US1107,2016,County-level Real GDP,407668
1,US1107,2017,County-level Real GDP,397746
1,US1107,2018,County-level Real GDP,404612
1,US1107,2019,County-level Real GDP,404838
1,US1107,2017,GDP Percent change from preceding period,-2.4
1,US1107,2018,GDP Percent change from preceding period,1.7
1,US1107,2019,GDP Percent change from preceding period,0.1
1,US1109,2016,County-level Real GDP,1284263
1,US1109,2017,County-level Real GDP,1293172
1,US1109,2018,County-level Real GDP,1280634
1,US1109,2019,County-level Real GDP,1270861
1,US1109,2017,GDP Percent change from preceding period,0.7
1,US1109,2018,GDP Percent change from preceding period,-1
1,US1109,2019,GDP Percent change from preceding period,-0.8
1,US1111,2016,County-level Real GDP,472302
1,US1111,2017,County-level Real GDP,482458
1,US1111,2018,County-level Real GDP,493116
1,US1111,2019,County-level Real GDP,475636
1,US1111,2017,GDP Percent change from preceding period,2.2
1,US1111,2018,GDP Percent change from preceding period,2.2
1,US1111,2019,GDP Percent change from preceding period,-3.5
1,US1113,2016,County-level Real GDP,1296638
1,US1113,2017,County-level Real GDP,1316756
1,US1113,2018,County-level Real GDP,1346911
1,US1113,2019,County-level Real GDP,1346443
1,US1113,2017,GDP Percent change from preceding period,1.6
1,US1113,2018,GDP Percent change from preceding period,2.3
1,US1113,2019,GDP Percent change from preceding period,0
1,US1115,2016,County-level Real GDP,1697634
1,US1115,2017,County-level Real GDP,1726155
1,US1115,2018,County-level Real GDP,1763730
1,US1115,2019,County-level Real GDP,1794101
1,US1115,2017,GDP Percent change from preceding period,1.7
1,US1115,2018,GDP Percent change from preceding period,2.2
1,US1115,2019,GDP Percent change from preceding period,1.7
1,US1117,2016,County-level Real GDP,9550774
1,US1117,2017,County-level Real GDP,9914577
1,US1117,2018,County-level Real GDP,10103920
1,US1117,2019,County-level Real GDP,10075696
1,US1117,2017,GDP Percent change from preceding period,3.8
1,US1117,2018,GDP Percent change from preceding period,1.9
1,US1117,2019,GDP Percent change from preceding period,-0.3
1,US1119,2016,County-level Real GDP,332843
1,US1119,2017,County-level Real GDP,318930
1,US1119,2018,County-level Real GDP,318041
1,US1119,2019,County-level Real GDP,326968
1,US1119,2017,GDP Percent change from preceding period,-4.2
1,US1119,2018,GDP Percent change from preceding period,-0.3
1,US1119,2019,GDP Percent change from preceding period,2.8
1,US1121,2016,County-level Real GDP,2947393
1,US1121,2017,County-level Real GDP,2902309
1,US1121,2018,County-level Real GDP,3003961
1,US1121,2019,County-level Real GDP,3031903
1,US1121,2017,GDP Percent change from preceding period,-1.5
1,US1121,2018,GDP Percent change from preceding period,3.5
1,US1121,2019,GDP Percent change from preceding period,0.9
1,US1123,2016,County-level Real GDP,1238043
1,US1123,2017,County-level Real GDP,1186285
1,US1123,2018,County-level Real GDP,1202570
1,US1123,2019,County-level Real GDP,1258097
1,US1123,2017,GDP Percent change from preceding period,-4.2
1,US1123,2018,GDP Percent change from preceding period,1.4
1,US1123,2019,GDP Percent change from preceding period,4.6
1,US1125,2016,County-level Real GDP,9116249
1,US1125,2017,County-level Real GDP,9495727
1,US1125,2018,County-level Real GDP,9774300
1,US1125,2019,County-level Real GDP,10123989
1,US1125,2017,GDP Percent change from preceding period,4.2
1,US1125,2018,GDP Percent change from preceding period,2.9
1,US1125,2019,GDP Percent change from preceding period,3.6
1,US1127,2016,County-level Real GDP,1886422
1,US1127,2017,County-level Real GDP,1852772
1,US1127,2018,County-level Real GDP,1956994
1,US1127,2019,County-level Real GDP,1778581
1,US1127,2017,GDP Percent change from preceding period,-1.8
1,US1127,2018,GDP Percent change from preceding period,5.6
1,US1127,2019,GDP Percent change from preceding period,-9.1
1,US1129,2016,County-level Real GDP,784661
1,US1129,2017,County-level Real GDP,771441
1,US1129,2018,County-level Real GDP,767237
1,US1129,2019,County-level Real GDP,791030
1,US1129,2017,GDP Percent change from preceding period,-1.7
1,US1129,2018,GDP Percent change from preceding period,-0.5
1,US1129,2019,GDP Percent change from preceding period,3.1
1,US1131,2016,County-level Real GDP,400814
1,US1131,2017,County-level Real GDP,385517
1,US1131,2018,County-level Real GDP,406897
1,US1131,2019,County-level Real GDP,419477
1,US1131,2017,GDP Percent change from preceding period,-3.8
1,US1131,2018,GDP Percent change from preceding period,5.5
1,US1131,2019,GDP Percent change from preceding period,3.1
1,US1133,2016,County-level Real GDP,623224
1,US1133,2017,County-level Real GDP,639465
1,US1133,2018,County-level Real GDP,651497
1,US1133,2019,County-level Real GDP,686336
1,US1133,2017,GDP Percent change from preceding period,2.6
1,US1133,2018,GDP Percent change from preceding period,1.9
1,US1133,2019,GDP Percent change from preceding period,5.3
1,US2020,2016,County-level Real GDP,213658
1,US2020,2017,County-level Real GDP,219497
1,US2020,2018,County-level Real GDP,203963
1,US2020,2019,County-level Real GDP,218523
1,US2020,2017,GDP Percent change from preceding period,2.7
1,US2020,2018,GDP Percent change from preceding period,-7.1
1,US2020,2019,GDP Percent change from preceding period,7.1
1,US2090,2016,County-level Real GDP,396558
1,US2090,2017,County-level Real GDP,383748
1,US2090,2018,County-level Real GDP,392217
1,US2090,2019,County-level Real GDP,396409
1,US2090,2017,GDP Percent change from preceding period,-3.2
1,US2090,2018,GDP Percent change from preceding period,2.2
1,US2090,2019,GDP Percent change from preceding period,1.1
1,US2110,2016,County-level Real GDP,21029302
1,US2110,2017,County-level Real GDP,20689056
1,US2110,2018,County-level Real GDP,20784285
1,US2110,2019,County-level Real GDP,20827222
1,US2110,2017,GDP Percent change from preceding period,-1.6
1,US2110,2018,GDP Percent change from preceding period,0.5
1,US2110,2019,GDP Percent change from preceding period,0.2
1,US2170,2016,County-level Real GDP,658407
1,US2170,2017,County-level Real GDP,663320
1,US2170,2018,County-level Real GDP,685697
1,US2170,2019,County-level Real GDP,693164
1,US2170,2017,GDP Percent change from preceding period,0.7
1,US2170,2018,GDP Percent change from preceding period,3.4
1,US2170,2019,GDP Percent change from preceding period,1.1
1,US2220,2016,County-level Real GDP,116522
1,US2220,2017,County-level Real GDP,118519
1,US2220,2018,County-level Real GDP,133430
1,US2220,2019,County-level Real GDP,134856
1,US2220,2017,GDP Percent change from preceding period,1.7
1,US2220,2018,GDP Percent change from preceding period,12.6
1,US2220,2019,GDP Percent change from preceding period,1.1
1,US2122,2016,County-level Real GDP,236441
1,US2122,2017,County-level Real GDP,244922
1,US2122,2018,County-level Real GDP,248924
1,US2122,2019,County-level Real GDP,250964
1,US2122,2017,GDP Percent change from preceding period,3.6
1,US2122,2018,GDP Percent change from preceding period,1.6
1,US2122,2019,GDP Percent change from preceding period,0.8
1,US2130,2016,County-level Real GDP,241930
1,US2130,2017,County-level Real GDP,244141
1,US2130,2018,County-level Real GDP,249771
1,US2130,2019,County-level Real GDP,254343
1,US2130,2017,GDP Percent change from preceding period,0.9
1,US2130,2018,GDP Percent change from preceding period,2.3
1,US2130,2019,GDP Percent change from preceding period,1.8
1,US2050,2016,County-level Real GDP,5289322
1,US2050,2017,County-level Real GDP,5237071
1,US2050,2018,County-level Real GDP,5317630
1,US2050,2019,County-level Real GDP,5217255
1,US2050,2017,GDP Percent change from preceding period,-1
1,US2050,2018,GDP Percent change from preceding period,1.5
1,US2050,2019,GDP Percent change from preceding period,-1.9
1,US2150,2016,County-level Real GDP,91090
1,US2150,2017,County-level Real GDP,96021
1,US2150,2018,County-level Real GDP,102956
1,US2150,2019,County-level Real GDP,105192
1,US2150,2017,GDP Percent change from preceding period,5.4
1,US2150,2018,GDP Percent change from preceding period,7.2
1,US2150,2019,GDP Percent change from preceding period,2.2
1,US2016,2016,County-level Real GDP,84663
1,US2016,2017,County-level Real GDP,87007
1,US2016,2018,County-level Real GDP,90011
1,US2016,2019,County-level Real GDP,95817
1,US2016,2017,GDP Percent change from preceding period,2.8
1,US2016,2018,GDP Percent change from preceding period,3.5
1,US2016,2019,GDP Percent change from preceding period,6.4
1,US2185,2016,County-level Real GDP,2263204
1,US2185,2017,County-level Real GDP,2314265
1,US2185,2018,County-level Real GDP,2313938
1,US2185,2019,County-level Real GDP,2254614
1,US2185,2017,GDP Percent change from preceding period,2.3
1,US2185,2018,GDP Percent change from preceding period,0
1,US2185,2019,GDP Percent change from preceding period,-2.6
1,US2180,2016,County-level Real GDP,2836250
1,US2180,2017,County-level Real GDP,2782470
1,US2180,2018,County-level Real GDP,2847335
1,US2180,2019,County-level Real GDP,2962394
1,US2180,2017,GDP Percent change from preceding period,-1.9
1,US2180,2018,GDP Percent change from preceding period,2.3
1,US2180,2019,GDP Percent change from preceding period,4
1,US2063,2016,County-level Real GDP,818800
1,US2063,2017,County-level Real GDP,809373
1,US2063,2018,County-level Real GDP,817907
1,US2063,2019,County-level Real GDP,832093
1,US2063,2017,GDP Percent change from preceding period,-1.2
1,US2063,2018,GDP Percent change from preceding period,1.1
1,US2063,2019,GDP Percent change from preceding period,1.7
1,US2188,2016,County-level Real GDP,693108
1,US2188,2017,County-level Real GDP,711291
1,US2188,2018,County-level Real GDP,713799
1,US2188,2019,County-level Real GDP,719261
1,US2188,2017,GDP Percent change from preceding period,2.6
1,US2188,2018,GDP Percent change from preceding period,0.4
1,US2188,2019,GDP Percent change from preceding period,0.8
1,US2195,2016,County-level Real GDP,147718
1,US2195,2017,County-level Real GDP,142476
1,US2195,2018,County-level Real GDP,146417
1,US2195,2019,County-level Real GDP,155070
1,US2195,2017,GDP Percent change from preceding period,-3.5
1,US2195,2018,GDP Percent change from preceding period,2.8
1,US2195,2019,GDP Percent change from preceding period,5.9
1,US2275,2016,County-level Real GDP,76814
1,US2275,2017,County-level Real GDP,86123
1,US2275,2018,County-level Real GDP,92808
1,US2275,2019,County-level Real GDP,93623
1,US2275,2017,GDP Percent change from preceding period,12.1
1,US2275,2018,GDP Percent change from preceding period,7.8
1,US2275,2019,GDP Percent change from preceding period,0.9
1,US2240,2016,County-level Real GDP,2282237
1,US2240,2017,County-level Real GDP,2234464
1,US2240,2018,County-level Real GDP,2294459
1,US2240,2019,County-level Real GDP,2412574
1,US2240,2017,GDP Percent change from preceding period,-2.1
1,US2240,2018,GDP Percent change from preceding period,2.7
1,US2240,2019,GDP Percent change from preceding period,5.1
1,US2070,2016,County-level Real GDP,381831
1,US2070,2017,County-level Real GDP,412155
1,US2070,2018,County-level Real GDP,416675
1,US2070,2019,County-level Real GDP,421324
1,US2070,2017,GDP Percent change from preceding period,7.9
1,US2070,2018,GDP Percent change from preceding period,1.1
1,US2070,2019,GDP Percent change from preceding period,1.1
1,US2100,2016,County-level Real GDP,10976662
1,US2100,2017,County-level Real GDP,10952167
1,US2100,2018,County-level Real GDP,10279035
1,US2100,2019,County-level Real GDP,10534598
1,US2100,2017,GDP Percent change from preceding period,-0.2
1,US2100,2018,GDP Percent change from preceding period,-6.1
1,US2100,2019,GDP Percent change from preceding period,2.5
1,US2198,2016,County-level Real GDP,589454
